count,co2_level,ldr_value,temp,humidity,fan_speed,light_intensity
17,2241,115,42.6,57.0,4,4
18,2797,104,23.3,53.6,2,4
8,1391,754,28.5,63.7,2,1
17,2586,354,42.2,58.3,3,3
4,1050,371,37.2,45.6,1,2
7,1505,446,18.1,45.2,0,2
11,1691,97,40.0,66.8,3,3
0,479,427,17.6,54.0,0,0
17,2441,796,34.1,75.4,3,2
0,581,497,26.2,64.0,0,0
17,2545,337,37.7,56.1,3,3
20,3000,0,23.2,62.4,2,4
4,1194,19,27.2,68.0,1,3
9,1600,355,33.6,68.5,2,2
7,1355,18,32.3,74.4,2,3
3,836,618,34.7,64.2,2,1
8,1285,881,34.5,83.0,2,1
13,2389,104,16.8,62.4,2,3
20,3000,442,44.4,65.6,4,3
17,2573,90,37.0,56.5,3,4
12,2022,49,28.3,59.8,2,3
16,2325,549,20.6,66.2,2,3
20,3000,336,47.8,64.7,4,4
5,942,411,51.9,63.3,2,2
15,2241,131,33.5,55.6,2,4
11,1862,890,30.4,67.9,2,1
17,2456,71,48.2,47.4,3,4
6,1330,82,28.6,75.1,2,3
1,613,64,13.0,56.7,0,2
1,475,56,53.0,70.3,3,2
16,2615,397,22.1,66.7,2,3
20,3000,987,19.6,62.5,2,2
15,2319,872,53.0,54.3,3,2
20,2545,45,23.4,64.4,2,4
17,2709,1000,50.7,69.7,4,2
2,530,933,34.5,70.9,2,0
0,393,404,13.0,62.1,0,0
19,2828,63,51.6,64.6,4,4
12,2271,860,19.0,61.1,2,1
9,1502,448,35.7,70.4,2,2
2,758,954,20.3,55.4,0,0
14,1994,734,33.4,56.8,2,2
18,2665,78,23.7,59.1,2,4
19,3000,535,53.0,66.9,4,3
4,679,0,31.8,61.4,2,3
10,1911,864,38.2,54.2,2,1
12,1981,54,32.9,76.0,3,3
19,2782,619,30.7,57.0,2,3
12,1814,738,29.6,43.0,2,2
1,727,520,34.1,56.0,1,1
0,518,100,46.6,58.9,0,0
14,2325,335,27.3,61.0,2,3
1,244,577,39.2,63.3,2,1
11,2107,1000,32.7,46.9,2,1
1,831,345,40.2,64.6,2,1
3,558,41,20.8,76.9,1,2
5,879,1000,40.4,71.4,2,0
15,2176,763,21.0,63.3,2,2
14,1857,698,42.5,56.8,3,2
3,718,136,44.5,64.5,2,2
1,527,663,51.5,55.9,2,1
18,2821,68,30.1,58.3,2,4
1,412,300,39.5,70.9,2,1
2,545,596,38.6,61.0,2,1
6,889,758,17.6,64.6,1,1
3,831,614,30.4,68.1,1,1
6,1091,393,46.6,52.3,2,2
8,1372,928,27.8,68.9,2,1
17,2819,269,35.0,82.7,3,4
15,2259,315,34.1,72.5,3,3
6,837,917,45.8,55.6,2,0
16,2271,827,23.4,73.7,2,2
12,1939,102,21.8,72.2,2,3
10,2002,419,35.4,44.8,2,2
11,1899,490,37.2,61.2,2,2
6,1293,37,34.1,83.0,2,3
2,556,256,39.9,47.2,1,2
9,1401,0,38.7,79.7,3,3
5,892,724,37.3,71.7,2,1
10,1738,306,19.7,70.8,2,2
11,1725,879,41.7,54.9,2,1
18,2862,463,29.3,56.3,2,3
12,1635,677,39.4,64.3,2,2
7,1679,763,50.8,60.4,2,1
0,452,669,30.3,62.3,0,0
5,1057,996,37.8,72.6,2,0
4,911,116,26.5,61.0,1,2
1,373,549,25.8,78.5,1,1
5,1261,94,42.2,78.0,3,2
9,1552,906,41.5,70.2,2,1
19,2894,942,38.2,69.8,3,2
20,3000,476,31.6,65.4,3,3
3,691,437,39.0,67.9,2,1
2,374,103,33.9,58.9,1,2
2,630,702,33.1,59.6,1,1
8,1131,794,44.3,55.8,2,1
9,1554,490,48.0,53.8,2,2
7,1343,465,13.0,62.1,1,2
2,788,614,30.0,68.2,1,1
2,637,84,16.9,66.1,0,2
7,1581,102,43.9,74.0,3,3
15,2157,636,26.9,76.5,3,2
4,1000,943,40.0,75.6,2,0
14,2473,38,40.8,56.9,3,4
5,986,737,19.2,62.1,1,1
4,1015,918,36.0,67.8,2,0
11,1647,90,44.7,71.6,3,3
6,1168,102,47.0,61.5,2,3
1,732,605,31.4,58.3,1,1
16,2227,505,30.8,65.1,2,3
19,2878,660,36.0,75.2,3,3
11,1817,716,14.1,58.1,1,2
2,654,745,19.4,43.2,0,1
5,1058,323,42.7,58.9,2,2
14,2076,355,40.3,64.7,3,3
9,1883,12,34.2,58.8,2,3
19,2684,764,21.7,72.9,3,2
19,2893,16,27.3,61.9,3,4
2,536,571,15.5,43.0,0,1
12,1663,866,33.7,65.0,2,1
6,1198,894,32.3,68.0,2,1
12,1891,203,34.2,65.0,2,3
11,1761,118,14.7,44.9,0,3
13,1897,796,30.7,69.2,2,2
8,1553,953,29.9,75.6,2,1
19,2860,75,27.9,58.5,2,4
2,753,961,48.7,53.0,2,0
9,1667,570,18.0,61.8,2,2
6,1457,924,41.5,47.1,2,1
1,323,803,34.3,76.3,2,0
18,2869,768,38.2,54.8,3,2
7,1268,435,32.9,60.8,2,2
14,2254,383,27.6,77.1,2,3
4,849,741,31.2,61.7,1,1
5,1090,854,48.4,56.9,2,0
9,1420,566,42.5,68.9,2,2
11,1967,741,41.1,72.5,3,2
3,844,216,35.2,59.5,1,2
10,1807,745,34.1,53.4,2,2
12,1715,42,44.2,66.8,3,3
10,1652,10,37.3,78.4,2,3
1,720,1000,23.4,83.0,2,0
11,1870,999,27.4,59.6,2,1
1,466,710,42.4,57.8,1,0
11,1669,1000,25.7,58.4,2,1
0,418,1000,27.3,58.9,0,0
5,1128,763,15.0,61.9,1,1
4,1004,10,26.1,69.9,1,3
2,668,655,32.1,83.0,2,1
11,1753,392,24.1,43.6,1,2
17,2453,272,30.9,55.6,2,3
11,1505,435,33.2,76.0,3,2
2,742,841,29.3,53.7,1,0
17,2637,413,35.2,51.3,2,3
17,2994,875,37.1,72.0,3,2
1,333,5,53.0,73.6,3,2
15,2342,771,45.4,72.8,3,2
16,2524,924,47.0,74.8,3,2
11,1990,577,43.1,66.4,3,2
13,2405,65,49.2,55.4,3,4
9,1362,995,51.4,66.4,3,1
15,2383,277,40.2,77.7,3,3
17,2521,49,28.9,63.4,2,4
5,932,282,53.0,76.8,3,2
18,2713,656,41.5,68.3,4,3
3,782,810,34.5,66.7,1,0
20,3000,478,33.8,57.5,3,3
12,1935,935,31.6,62.7,2,1
16,2469,54,36.2,75.9,3,4
17,2662,744,45.8,54.7,3,2
7,1343,28,42.0,49.9,1,3
13,2075,392,27.5,56.1,2,3
17,2464,897,53.0,57.3,4,2
12,2138,270,16.7,75.7,2,3
0,494,95,39.5,65.9,0,0
11,1806,818,38.2,53.3,2,2
9,1560,876,51.6,47.9,3,1
17,2790,505,37.3,63.4,3,3
10,1598,90,21.4,64.0,2,3
17,2441,788,25.7,70.2,2,2
9,1419,936,38.3,68.8,3,1
1,337,309,28.9,56.0,1,1
0,258,541,34.8,54.0,0,0
6,1276,464,19.6,52.8,1,2
0,335,0,27.7,71.8,0,0
9,1566,449,53.0,62.0,3,2
5,839,88,41.3,75.4,2,2
4,786,334,29.5,59.2,1,2
4,941,750,44.5,56.8,2,1
1,680,139,30.6,73.4,2,2
19,2827,772,31.6,57.7,2,2
19,3000,464,43.9,60.0,3,3
14,2221,917,19.6,61.7,2,1
17,2479,16,31.6,51.6,2,4
4,922,55,25.6,64.2,1,2
19,3000,123,27.7,72.0,3,4
11,2012,30,40.2,55.6,2,3
8,1300,172,39.1,65.8,2,3
17,2690,477,41.2,43.0,2,3
11,1736,511,39.8,74.1,3,2
14,2026,507,33.1,67.8,2,3
14,2153,475,48.8,51.1,3,2
15,2242,329,33.3,73.8,3,3
3,721,363,26.7,63.1,1,1
7,1735,68,29.0,56.3,2,3
3,939,416,13.0,55.9,0,2
9,1550,770,52.1,50.8,3,1
15,2504,829,37.2,78.6,3,2
1,608,321,40.2,53.7,2,1
4,822,752,23.1,76.5,1,1
2,625,736,26.1,66.6,1,0
8,1363,142,26.2,66.5,1,3
16,2430,396,21.9,69.9,2,3
9,1476,802,34.9,60.3,2,1
12,1739,476,38.1,64.1,2,2
0,645,344,44.7,57.9,0,0
20,2920,223,23.7,52.8,2,4
20,2942,423,27.4,63.7,2,3
4,1004,840,38.9,59.2,2,0
10,1910,101,48.2,68.6,3,3
15,2188,94,28.6,54.0,2,4
19,2925,787,44.8,69.3,3,2
20,2845,492,37.5,75.0,3,3
18,2833,455,32.7,66.5,3,3
0,234,310,30.6,83.0,0,0
7,1333,537,34.9,65.0,2,2
19,2872,90,53.0,81.0,4,4
8,1347,632,30.7,46.5,1,1
4,909,109,37.7,71.7,2,2
17,2874,526,44.7,77.9,4,3
3,838,1000,22.7,75.2,1,0
18,2840,948,31.6,64.9,3,2
3,964,551,47.8,66.2,2,1
8,1469,162,32.0,63.3,2,3
9,1537,1000,17.9,54.5,1,1
16,2251,466,38.2,58.7,3,3
18,2827,1000,16.6,67.1,2,2
1,628,360,37.3,65.9,2,1
10,1698,826,33.1,57.0,2,1
14,2210,913,24.8,77.0,2,1
15,2666,887,36.6,71.2,3,2
8,1353,803,15.7,71.1,2,1
5,1169,912,31.2,63.1,1,0
5,915,773,42.3,62.4,2,1
12,1776,449,53.0,43.0,2,2
6,1475,381,22.5,62.0,1,2
12,1806,136,46.2,72.1,3,3
18,2649,668,24.9,70.1,2,3
10,1918,468,28.0,68.5,2,2
19,2658,506,25.4,67.4,2,3
0,279,370,28.2,77.7,0,0
4,678,54,36.2,65.4,2,2
20,3000,78,32.4,75.7,3,4
13,1765,861,36.2,73.1,3,1
17,2549,707,37.9,60.4,3,2
1,578,836,38.8,55.2,1,0
19,2838,367,32.8,59.7,2,3
19,2818,557,25.2,54.0,2,3
0,361,439,27.0,65.0,0,0
13,1981,608,38.5,45.5,2,2
11,1932,432,26.9,60.1,2,2
19,3000,364,32.3,63.8,3,4
3,878,928,50.4,51.9,2,0
5,953,59,39.8,51.6,1,3
18,2709,456,13.1,53.8,1,3
17,2547,344,37.2,56.7,3,3
9,1611,751,41.2,54.5,2,1
1,757,719,36.2,60.6,1,0
8,1498,282,24.8,73.0,2,2
16,2303,878,27.2,51.3,2,2
0,438,380,20.9,66.3,0,0
12,2009,72,13.0,65.5,2,4
7,1491,895,26.8,69.3,2,1
2,693,847,26.8,56.9,1,0
17,2468,924,23.2,67.4,2,2
13,1911,919,38.0,61.7,2,1
4,857,58,34.2,63.2,2,2
17,2760,135,13.4,79.8,2,4
10,1483,412,23.5,77.1,2,2
18,2703,56,30.5,65.1,3,4
16,2720,805,21.6,52.9,2,2
9,1465,678,34.9,68.0,3,1
7,996,315,31.3,75.7,2,2
6,1188,64,41.3,62.2,2,3
18,2877,97,30.8,49.0,2,4
6,979,70,25.4,61.4,1,3
12,1396,374,33.4,72.3,3,2
3,874,587,52.9,67.8,3,1
11,1802,67,40.9,63.5,3,3
1,654,980,24.2,83.0,1,0
10,1685,1000,32.5,60.3,2,1
17,2544,32,38.2,56.3,1,4
9,1458,516,32.3,55.3,2,2
4,842,103,25.1,54.0,1,2
6,1158,360,31.7,53.6,2,2
17,2849,22,22.9,46.2,2,4
3,673,922,40.6,51.7,2,0
1,621,23,39.8,49.4,1,1
4,1036,78,42.6,61.1,2,2
12,1977,576,33.1,48.1,2,2
3,971,480,43.9,61.5,2,1
2,683,633,25.7,54.9,0,1
13,1895,957,34.3,72.3,3,1
16,2422,922,25.5,78.0,3,2
17,2372,801,23.8,55.5,2,2
13,1973,730,26.2,59.5,2,2
10,1866,454,22.5,56.1,1,2
4,681,211,37.2,69.1,2,2
4,1076,47,33.3,59.4,1,2
1,369,922,49.1,58.1,2,0
5,992,600,37.4,68.4,2,1
20,3000,364,34.2,64.6,3,3
17,2798,878,27.8,57.4,2,2
1,695,380,17.0,64.1,1,1
16,2840,111,25.2,58.4,2,4
16,2387,64,23.9,66.0,2,4
9,1562,840,19.9,70.9,2,1
10,1631,521,33.2,70.9,2,2
15,2074,950,20.8,80.3,2,1
11,1970,512,35.7,73.3,3,2
15,2334,100,22.3,83.0,3,4
7,1457,66,21.9,63.6,1,3
6,1220,82,44.1,49.6,2,2
0,257,102,36.8,57.2,0,0
0,298,708,32.0,69.8,0,0
19,3000,568,29.2,62.9,3,3
1,500,100,29.1,63.1,1,2
1,500,240,28.6,68.8,1,2
20,2779,571,38.2,68.1,3,3
0,200,594,34.2,60.5,0,0
13,2045,669,29.9,63.8,2,2
7,1052,125,19.9,56.4,1,3
16,2308,798,34.7,57.3,2,2
20,3000,52,34.5,51.5,3,4
13,1835,654,38.9,83.0,3,2
16,2579,68,44.7,64.1,3,4
14,2042,241,32.8,67.0,2,3
3,726,503,24.1,55.0,1,1
13,1825,484,29.6,75.4,3,2
3,728,464,42.2,56.5,2,1
16,2430,527,39.5,75.1,3,3
9,1837,909,26.6,53.4,1,1
7,1493,516,42.6,71.5,3,2
1,408,289,36.0,56.8,1,2
2,620,460,19.0,72.4,1,1
20,3000,394,46.6,66.6,4,4
3,846,67,47.4,74.9,2,2
10,1759,833,45.5,57.7,3,1
9,1314,260,25.7,67.8,2,2
12,1747,367,28.9,58.1,1,2
11,1848,388,25.8,59.0,2,2
18,2579,106,33.6,83.0,3,4
8,1201,470,42.5,54.2,2,2
11,1884,49,31.1,53.6,2,3
15,2069,898,21.3,61.4,2,1
17,2578,641,39.0,43.0,2,3
0,200,180,47.7,65.6,0,0
15,2658,849,32.7,83.0,3,2
20,2978,24,32.3,79.8,3,4
6,1288,93,42.2,56.3,2,3
2,967,406,36.2,64.8,2,1
3,838,813,29.4,66.2,1,0
4,963,299,32.1,47.9,1,2
17,2595,733,33.9,61.8,2,3
10,1487,287,20.1,62.6,1,3
11,1846,927,34.1,46.9,2,1
0,567,435,53.0,56.6,0,0
13,2259,495,44.5,50.6,3,2
2,320,431,53.0,56.1,2,1
12,1593,73,24.0,53.9,1,3
16,2635,749,39.9,61.3,3,2
19,3000,330,26.4,65.0,2,4
14,2114,59,53.0,62.7,3,4
4,1007,464,53.0,74.5,3,2
16,2593,233,38.6,56.3,3,3
7,1415,488,37.5,61.3,2,2
9,1549,829,17.4,59.5,2,1
18,2610,845,45.7,83.0,4,2
0,387,648,43.0,53.8,0,0
15,2236,860,47.2,61.7,3,2
5,903,88,43.9,79.0,3,2
8,1189,990,43.2,61.6,2,2
7,1415,532,45.5,47.8,2,2
11,2093,330,30.7,58.9,2,3
0,560,318,37.3,59.5,0,0
4,830,351,44.1,50.7,2,2
4,1051,545,48.5,68.6,3,1
7,1365,349,19.6,79.3,2,2
17,2640,583,22.4,70.3,3,3
1,244,493,30.2,69.7,1,1
4,723,397,32.7,68.7,2,2
12,2030,473,24.7,63.5,2,2
12,1870,1000,16.8,44.9,1,1
16,2648,63,35.4,53.2,3,4
9,1474,460,32.9,48.6,2,2
14,2017,416,29.5,58.2,2,3
14,2197,407,42.1,58.3,3,3
0,424,9,25.7,62.2,0,0
15,2277,65,27.3,50.4,2,4
15,2253,791,24.7,62.5,2,2
11,1746,0,15.3,61.3,1,3
12,1924,60,53.0,55.7,3,3
5,1057,855,33.9,66.3,2,1
18,2807,829,22.7,49.6,2,2
14,2160,963,38.6,70.6,3,1
0,200,596,36.5,47.4,0,0
4,929,470,32.8,61.8,1,1
19,2704,918,27.7,61.1,2,2
3,901,91,32.1,59.5,1,2
9,1577,783,27.0,48.0,1,1
8,1484,426,35.6,55.5,2,2
3,934,784,34.1,77.3,2,0
19,2672,730,48.3,66.5,4,3
8,1510,0,30.2,65.7,2,3
7,1224,996,47.5,55.3,2,0
6,1493,744,22.0,58.5,1,1
2,801,861,21.4,48.0,0,0
14,2247,876,52.1,53.8,3,2
16,2432,277,32.0,65.5,2,3
1,573,902,40.8,79.2,2,0
12,2104,37,41.1,70.3,3,4
11,1677,61,39.1,67.2,3,3
6,1516,73,39.4,65.4,2,3
16,2257,496,29.2,61.1,2,3
16,2445,1000,33.7,47.3,2,1
20,2892,87,37.0,54.0,3,4
19,2990,729,31.7,53.8,2,3
5,1163,487,23.0,52.9,1,2
17,2579,1000,39.3,71.3,3,2
12,1896,516,39.3,46.6,2,2
19,2805,867,36.1,60.1,3,2
11,1576,456,26.1,71.8,2,2
15,2254,83,32.5,44.6,2,4
7,1354,944,37.8,79.4,2,1
16,2585,260,34.4,43.0,2,3
14,2526,472,21.1,68.3,2,3
15,2190,0,38.6,76.0,3,4
18,2737,476,37.8,50.4,2,3
15,2108,45,29.8,56.0,2,4
10,1755,412,14.7,54.7,1,1
9,1585,132,33.1,55.7,1,3
2,958,32,18.2,79.5,1,2
2,530,269,41.8,67.6,2,2
18,2729,456,31.5,54.8,2,3
20,2976,338,43.0,61.6,3,4
1,518,542,44.2,70.2,2,1
8,1539,365,42.8,75.5,3,2
3,964,878,36.1,61.4,2,0
16,2550,841,26.0,58.8,2,2
6,1076,458,34.7,66.6,2,2
18,2510,879,33.6,60.9,2,2
2,696,1000,13.0,56.0,0,0
5,996,62,27.4,50.4,1,2
19,2814,374,30.4,60.6,3,3
9,1355,421,22.3,80.5,2,2
14,2244,546,30.8,54.7,2,2
5,1123,57,43.5,62.8,3,3
0,633,762,40.1,51.4,0,0
0,272,553,21.6,43.0,0,0
10,1264,821,30.0,54.3,2,1
14,2225,367,27.6,62.8,2,3
10,1876,297,35.1,56.0,2,3
12,1770,300,53.0,68.9,3,3
6,969,66,22.5,77.3,1,3
18,3000,878,51.1,67.2,4,2
6,1165,227,22.8,61.0,1,2
20,3000,352,22.7,66.0,2,4
1,694,529,28.9,60.2,1,1
18,2523,579,32.8,76.2,3,3
1,527,870,26.0,43.0,0,0
11,1744,523,30.6,62.5,2,2
6,1007,812,30.8,55.2,1,1
15,2331,948,41.2,54.8,3,1
0,493,508,37.4,53.2,0,0
2,821,1000,33.3,65.2,2,0
12,2210,47,28.8,52.4,2,4
18,2700,33,39.2,63.5,3,4
0,654,823,48.2,56.0,0,0
5,1064,518,41.3,52.7,2,1
18,2831,454,38.9,76.3,4,3
10,1733,717,35.1,77.7,3,2
11,1641,844,20.7,54.5,1,1
5,1254,773,35.5,66.4,2,1
16,2192,91,43.2,62.8,3,4
3,734,530,40.9,73.9,2,1
7,1139,907,26.2,77.4,2,1
0,499,380,37.3,53.8,0,0
9,1755,639,30.7,46.9,2,2
7,1232,768,32.9,70.1,2,1
9,1603,866,25.7,69.1,2,1
1,582,843,32.8,67.8,1,0
16,2109,415,13.0,73.4,2,3
10,1734,102,22.9,53.7,1,3
14,2313,764,43.0,57.3,3,2
14,2171,67,22.1,61.7,2,4
19,2743,12,29.7,65.1,3,4
6,1040,711,34.0,67.8,2,1
10,1850,473,20.5,74.7,2,2
10,1687,409,36.5,50.7,2,2
11,1718,45,17.6,51.9,1,3
1,607,363,25.6,47.1,0,1
18,2686,137,40.0,52.0,3,4
2,567,924,35.7,69.9,2,0
4,1025,330,38.4,70.6,2,2
10,1781,886,44.1,71.3,3,1
19,2850,35,36.7,64.0,3,4
6,1141,105,40.1,69.2,2,3
17,2718,707,21.2,68.0,2,2
2,534,466,31.0,56.5,1,1
0,205,95,29.5,53.2,0,0
3,779,77,34.1,63.7,1,2
14,2006,380,39.8,59.5,3,3
7,1197,60,22.1,53.3,1,3
16,2478,448,41.4,56.0,3,3
4,1220,425,22.2,59.1,1,2
7,1508,41,45.6,47.5,2,3
20,2893,142,23.8,68.1,3,4
2,983,722,31.2,49.8,1,1
12,1890,720,26.3,61.6,2,2
12,1968,413,42.2,51.2,2,3
1,702,69,21.8,70.9,1,2
3,939,75,24.5,45.9,1,2
3,489,62,27.4,61.5,1,2
15,2200,571,45.1,56.4,3,2
18,2908,950,40.2,60.7,3,2
7,1276,494,16.0,58.3,1,2
3,482,64,34.2,83.0,2,2
12,1820,904,24.5,71.4,2,1
5,1032,107,34.7,43.0,1,2
6,1061,625,24.5,63.2,1,1
5,941,805,38.0,52.1,2,1
15,2051,984,22.7,58.0,2,1
1,478,511,38.5,83.0,2,1
14,2309,909,48.1,80.3,4,2
14,2044,1000,31.5,47.4,2,1
2,796,844,37.5,59.0,2,0
2,831,83,16.3,59.0,0,2
8,1345,852,29.9,63.8,1,1
3,929,242,21.4,49.0,0,2
8,1384,90,31.8,63.4,2,3
15,2213,790,39.9,67.0,3,2
16,2379,76,28.5,56.3,2,4
12,2164,527,17.9,72.2,2,2
19,2873,83,28.5,69.5,3,4
12,2042,74,40.9,78.2,3,3
14,2167,125,44.9,43.0,2,3
14,1949,488,23.0,57.7,1,2
18,2587,1000,41.8,47.3,3,2
7,1478,373,41.9,76.5,3,2
16,2484,436,42.1,66.7,3,3
7,1296,714,28.1,73.7,2,1
13,2202,419,31.2,75.5,3,3
4,986,359,28.8,57.1,1,2
17,2529,458,32.6,77.7,3,3
5,1185,79,44.5,56.4,2,3
3,834,171,47.1,49.6,2,2
11,1830,483,42.2,47.4,2,2
16,2406,78,42.9,53.0,3,4
18,2719,419,44.0,71.8,4,3
11,1681,1000,23.9,47.2,1,1
20,3000,789,32.0,63.4,3,2
3,788,670,28.4,43.0,0,1
2,622,161,30.5,73.9,1,2
8,1366,852,35.6,49.9,2,1
5,891,186,33.7,54.7,1,2
4,887,374,23.0,59.6,1,2
8,1637,888,42.9,56.9,2,1
15,2388,500,32.5,66.8,3,3
0,532,424,17.6,63.2,0,0
18,2708,742,27.3,70.7,3,2
7,1327,83,40.7,43.0,1,3
0,482,1000,22.8,60.7,0,0
10,1618,382,35.9,71.4,2,2
20,2881,68,38.3,60.9,3,4
10,1609,603,33.9,57.9,2,2
12,2010,131,23.8,74.7,2,3
16,2542,0,29.9,57.0,2,4
0,361,272,36.9,71.1,0,0
5,915,986,23.9,49.6,1,0
2,773,805,25.6,62.6,1,1
20,3000,848,29.1,73.7,3,2
3,786,0,47.6,61.3,2,3
18,2769,101,13.0,57.5,1,4
6,1475,854,36.6,64.0,1,1
17,2628,881,25.8,58.3,2,2
5,876,572,43.5,53.7,2,1
13,2060,352,38.6,77.4,3,3
12,2075,383,36.4,49.4,2,3
9,1790,631,35.5,70.9,2,2
11,1888,91,13.0,83.0,1,3
7,1292,90,26.0,71.0,2,3
7,1222,427,50.0,74.2,3,2
3,1079,811,19.8,77.7,1,0
14,2249,731,33.2,57.8,2,2
12,1918,560,49.2,82.0,3,2
9,1634,347,27.4,68.5,2,2
9,1236,889,47.8,69.5,3,1
12,1943,827,22.4,81.5,2,2
3,643,747,39.2,43.0,1,1
0,320,430,28.4,51.4,0,0
4,1039,562,16.4,61.5,0,1
10,1840,60,35.2,67.8,2,3
1,702,509,34.5,57.9,1,1
1,515,83,28.6,56.3,1,2
12,1994,455,40.9,59.5,2,2
2,474,21,39.5,52.9,1,2
5,682,825,41.0,73.7,2,0
17,2686,19,28.3,53.9,3,4
20,2750,17,37.5,77.4,3,4
20,2937,837,29.6,83.0,3,3
5,913,84,48.0,63.4,2,4
5,1145,806,15.6,68.9,1,1
15,2189,264,39.3,61.3,3,3
16,2169,356,40.7,50.5,2,3
0,552,330,30.6,66.7,0,0
5,1148,771,15.4,68.7,1,1
16,2515,66,19.7,65.4,2,4
3,573,470,20.4,79.0,1,1
9,1583,546,15.9,55.5,1,2
5,1221,621,26.5,68.3,2,1
10,1733,938,44.4,55.6,2,1
12,2018,958,39.9,65.3,2,1
11,1980,692,30.3,62.8,2,2
12,2367,874,38.8,55.0,2,2
12,2027,503,30.4,46.7,2,2
20,2762,124,27.6,46.3,2,4
4,917,694,13.0,75.3,1,1
13,2264,920,44.9,67.9,3,1
15,2214,693,41.4,49.9,3,2
12,1910,107,36.0,74.7,3,3
15,2375,95,40.2,53.7,3,4
18,2893,952,24.9,66.6,2,2
9,1525,578,34.2,60.1,2,2
7,1337,312,31.4,68.7,2,2
6,1404,646,37.9,64.2,2,1
2,542,834,31.7,65.9,1,0
18,2763,367,39.7,50.9,3,3
12,2049,688,34.7,57.2,2,2
6,1149,44,35.7,52.2,2,3
1,695,64,27.2,70.4,1,2
7,1513,46,24.4,77.4,1,3
18,2389,54,37.4,73.8,3,4
12,1928,341,38.9,60.4,3,2
13,2069,729,40.7,65.4,3,2
6,1209,525,45.4,57.2,2,2
11,1779,367,45.4,62.5,3,3
7,1628,507,32.4,72.9,2,2
7,1426,458,23.0,76.3,1,2
12,1863,275,19.2,59.6,1,3
1,654,115,47.5,59.6,2,2
11,1905,505,26.8,60.8,2,2
19,2674,53,35.7,67.6,3,4
1,471,91,43.9,71.1,2,2
11,2042,21,38.0,61.8,2,3
16,2508,21,31.8,61.2,2,4
20,3000,426,46.3,67.9,4,3
19,2753,97,29.6,65.4,2,4
9,1664,466,21.9,54.6,1,2
6,1173,876,34.4,69.3,2,1
11,1876,874,29.0,59.1,2,1
8,1559,146,48.1,55.6,3,2
10,1642,971,53.0,61.3,3,1
0,452,76,34.7,63.4,0,0
17,2439,958,40.3,69.4,3,2
1,694,523,32.7,46.9,1,1
13,1949,310,38.9,66.5,3,3
7,1284,190,42.0,64.7,2,2
16,2382,954,23.5,60.3,2,2
12,1609,394,46.0,75.3,3,3
12,1781,768,19.4,76.0,2,2
17,2739,273,42.1,71.5,3,3
20,3000,904,41.5,45.8,3,2
0,407,698,29.9,53.4,0,0
12,1941,755,35.2,49.7,2,1
4,1145,142,28.6,43.4,1,2
16,2586,154,23.7,51.0,2,4
0,593,75,30.4,72.0,0,0
4,827,947,33.8,69.5,2,0
19,2581,52,35.7,63.2,3,4
5,1262,73,33.6,60.3,2,2
20,2962,982,39.2,68.3,3,2
20,2975,79,26.0,62.7,2,4
1,627,844,30.2,71.1,1,0
4,1225,960,30.6,67.0,2,0
18,2696,51,41.4,55.9,2,4
4,924,564,42.6,68.7,2,1
11,1810,727,20.1,69.0,2,1
16,2618,948,39.5,78.7,3,2
12,1658,588,26.4,79.7,3,2
10,1578,688,51.2,49.5,2,2
4,773,675,29.1,57.0,1,1
1,388,304,38.2,72.5,2,1
5,1102,870,34.8,68.1,2,0
4,734,53,23.3,68.5,1,2
18,2674,791,36.1,58.1,3,2
3,441,791,31.7,65.0,1,1
5,709,82,25.5,44.2,1,2
15,2453,938,39.2,68.6,3,2
2,475,570,30.7,54.5,1,1
18,2954,854,21.8,78.7,3,2
14,1980,925,29.0,63.3,2,2
8,1597,947,38.1,62.0,2,1
20,2628,74,24.2,63.0,2,4
16,2501,79,27.3,64.1,2,4
20,2933,669,22.4,48.4,2,3
7,1290,78,39.9,62.4,3,3
8,1360,854,40.8,75.9,3,1
10,1767,506,24.3,64.3,2,2
20,3000,59,30.3,72.1,3,4
3,704,120,28.8,64.0,1,2
10,1719,841,30.6,63.2,2,1
7,1377,137,26.1,56.2,1,3
12,1539,255,21.8,83.0,2,3
15,2286,464,48.8,52.3,3,3
8,1376,0,27.4,83.0,3,3
17,2641,604,36.7,43.0,2,3
6,1170,601,46.7,66.4,2,1
1,405,317,26.7,71.5,1,1
7,1261,119,30.2,67.6,2,3
13,1911,38,37.6,59.2,2,4
16,2829,457,24.5,59.3,2,3
8,1523,304,27.5,73.0,2,2
15,2163,898,39.3,43.0,2,1
15,2166,473,35.1,69.6,3,3
0,235,479,31.3,43.0,0,0
17,2602,541,41.0,47.8,2,3
12,1911,476,50.8,43.9,2,2
2,557,453,35.5,66.1,2,1
17,2718,807,23.0,47.9,2,2
14,2200,480,17.5,63.7,2,3
8,1546,580,20.4,65.3,2,2
8,1442,243,43.6,49.1,2,2
9,1618,506,48.2,56.1,3,2
6,1073,814,41.2,66.0,2,1
9,1710,377,16.5,68.1,1,2
18,2830,792,32.5,55.0,3,2
9,1674,558,26.9,48.1,1,2
4,876,367,25.6,65.2,1,2
8,1331,973,35.3,66.9,2,1
6,1142,29,36.4,78.6,2,3
1,760,92,15.1,56.8,0,2
10,1613,69,36.3,67.3,2,3
3,824,604,25.0,59.7,1,1
13,2089,966,32.9,77.9,3,1
