count,co2_level,temp,humidity,ldr_diff,fan_speed,light_intensity
26,1989,43.1,57.8,-1974,3,2
7,698,36.1,57.0,-1662,1,0
14,1108,41.2,56.9,-629,2,0
9,768,29.3,72.1,-746,2,0
20,1496,23.6,45.0,1869,1,3
17,1353,53.0,57.0,-261,3,1
13,948,31.2,50.9,2862,1,3
3,611,34.1,62.1,-787,2,0
22,1730,15.8,67.4,2923,1,4
0,335,29.2,69.2,1629,0,0
7,776,23.5,60.0,-48,1,0
23,1552,21.7,75.3,2948,2,4
30,2214,45.5,75.6,259,4,2
4,309,45.6,62.5,2606,2,2
30,2160,36.3,56.1,-1568,3,2
26,2192,24.4,77.1,-796,2,2
19,1326,37.2,80.2,167,3,1
4,266,53.1,70.0,867,3,0
7,434,38.1,61.9,5,2,0
29,2168,27.9,61.9,-2399,3,2
20,1378,37.8,57.6,-30,2,1
19,1395,23.5,85.0,2571,2,3
29,1921,42.0,60.7,2690,3,4
21,1312,35.9,72.5,1173,3,2
21,1719,35.7,71.1,-859,3,1
26,1887,42.7,53.7,2597,2,4
0,395,32.3,62.7,-309,0,0
11,715,45.4,68.9,-1025,3,0
20,1679,33.3,49.6,-389,2,1
22,1408,38.7,53.0,1737,2,2
27,1687,35.9,71.9,-408,3,2
16,1300,30.7,68.4,180,2,1
2,523,35.1,76.5,205,2,0
21,1647,40.9,63.8,1337,3,2
29,2016,34.7,58.9,-1408,3,2
22,1530,33.3,73.2,1305,3,2
17,1379,37.2,65.0,108,2,1
26,1910,35.2,69.1,1599,3,3
18,1375,27.7,61.3,1990,2,2
6,653,15.0,69.2,163,1,0
9,964,27.0,57.5,-1,1,0
1,675,30.8,59.2,3635,1,2
2,467,43.5,68.0,1772,2,1
20,1210,44.0,57.6,-446,3,1
30,2033,17.3,69.5,32,2,2
30,1889,35.0,84.4,-176,4,2
16,1286,45.9,66.6,1146,3,2
10,726,47.7,59.7,-447,2,0
8,967,21.5,70.4,554,1,1
29,2045,37.3,67.5,-894,3,2
14,1275,42.8,60.2,253,2,1
7,978,15.0,64.1,-1479,1,0
25,1802,40.1,80.9,-722,4,2
10,997,28.0,59.3,1164,1,1
12,1118,35.9,67.9,-2134,2,0
21,1730,44.9,73.8,1705,4,2
23,1698,35.6,61.7,1332,3,2
19,1072,24.7,75.0,-249,2,1
22,1719,36.3,62.8,1959,3,3
13,1275,49.7,51.2,-1698,3,1
5,813,30.5,66.2,1109,2,0
7,745,35.6,48.4,-838,1,0
21,1891,44.0,61.7,-284,3,1
7,806,30.8,68.9,324,2,0
18,1548,37.3,65.8,1886,3,2
19,1503,21.9,63.2,283,1,1
7,686,30.6,65.1,844,1,1
22,1863,53.2,60.5,84,4,1
2,672,16.7,49.1,-576,0,0
25,1672,45.9,79.9,-1110,4,1
20,1329,32.8,55.3,-586,2,1
9,1208,37.9,66.7,1375,2,1
5,653,19.7,59.1,588,1,1
27,2384,37.8,65.1,285,3,2
29,1801,37.9,52.0,174,2,2
11,870,39.0,45.0,200,1,1
29,1938,20.3,74.4,-2255,2,1
3,515,30.9,80.5,1421,2,1
9,1003,33.2,80.1,-1112,2,0
17,1363,46.8,64.7,-1041,3,1
0,274,32.6,50.0,2423,0,0
2,439,43.7,62.6,-1956,2,0
7,604,48.5,65.9,66,3,0
7,853,44.5,64.2,22,3,0
8,853,41.8,70.9,94,2,0
14,1299,17.8,58.5,-1963,1,1
5,237,35.2,67.8,967,2,1
16,1417,30.6,64.9,-2122,2,1
14,869,21.1,60.3,-439,1,1
14,882,25.8,70.0,349,2,1
30,2115,31.1,53.4,-781,2,2
12,1216,36.2,67.7,865,2,1
5,894,50.0,71.9,927,3,1
11,864,25.0,72.5,320,3,1
24,1762,35.8,83.6,-1541,4,1
30,2035,15.0,61.6,1371,2,3
1,679,34.9,69.6,2064,2,1
20,1304,34.6,61.9,-2197,2,1
14,1284,46.5,63.2,55,3,1
13,1013,20.3,71.3,3173,2,3
14,1449,45.9,58.8,1795,2,2
5,652,42.1,75.6,2184,3,2
12,859,35.7,59.7,2078,2,2
23,1526,26.6,71.1,-2198,2,1
20,1439,39.8,60.3,293,2,1
29,1949,19.8,63.2,486,2,2
26,1908,28.6,52.9,-403,2,1
20,1667,30.8,45.0,199,2,1
1,429,50.2,81.8,-641,3,0
23,1636,33.8,77.4,655,3,2
21,1479,29.1,85.0,1951,3,2
6,500,47.3,50.8,-2041,1,0
6,571,51.5,67.7,-510,3,0
28,1802,17.9,68.0,125,2,2
26,2139,49.4,72.6,-250,4,2
13,1205,37.0,47.8,276,1,1
28,1831,36.2,57.3,-467,2,2
12,757,23.3,47.5,-573,1,0
17,1225,35.8,70.5,3513,3,4
26,1815,19.4,70.5,1093,2,2
20,1446,31.2,79.8,-509,3,1
25,1725,21.5,63.0,1312,2,2
1,391,35.5,63.6,3271,1,2
19,1546,28.4,64.4,2320,2,3
2,483,28.8,63.4,1097,1,1
9,986,43.9,78.5,-1711,3,0
7,675,36.7,72.0,2096,2,2
10,942,46.3,59.2,-480,2,0
14,1042,41.8,82.1,-573,3,1
16,1154,45.1,54.5,-473,2,1
2,498,40.6,55.8,200,2,0
27,2017,40.2,58.5,2932,2,4
9,951,44.0,72.3,1468,2,1
11,1091,33.1,49.8,-1141,1,0
2,282,27.5,57.2,151,1,0
12,995,23.5,72.5,1869,2,2
0,423,29.7,73.9,-2125,0,0
26,1980,43.2,50.6,-1091,3,2
25,1832,36.1,63.7,273,3,2
22,1854,28.9,55.3,207,2,1
8,785,28.4,60.6,-580,1,0
25,1537,41.8,67.2,1383,3,2
23,1500,36.1,68.2,-1596,3,1
15,1448,40.2,77.3,-206,3,1
25,1715,40.6,66.4,-327,3,1
11,1147,55.0,67.2,-1027,3,0
6,616,51.7,46.4,2630,2,2
12,779,29.0,73.4,-2069,2,1
16,1235,53.3,73.4,-1519,4,1
14,1119,33.7,70.8,-411,2,1
2,1021,34.0,55.8,2229,1,2
23,1634,34.6,55.2,350,2,2
20,1249,41.0,66.1,-395,3,1
3,639,43.3,60.6,65,2,0
21,1389,51.7,84.2,-364,4,1
16,1106,55.0,62.2,3006,3,3
7,474,36.2,64.6,472,1,0
11,1265,22.7,58.8,-639,1,0
0,460,36.0,77.8,-2233,0,0
13,1175,41.2,63.5,819,2,1
16,1338,45.1,51.1,-210,2,1
7,889,51.2,58.4,-845,2,0
15,1511,48.2,72.0,66,3,1
12,779,27.5,56.6,1103,2,1
22,1294,29.7,69.6,-2142,2,1
20,1883,53.0,66.0,2325,3,3
26,1730,46.6,69.4,3181,4,4
16,1532,33.1,69.5,-1698,2,1
29,1991,43.2,71.8,-2374,4,2
18,1339,33.3,78.2,-672,3,1
28,2005,34.2,82.9,394,4,2
1,576,45.8,64.8,457,2,0
8,785,39.3,62.7,186,2,1
24,2003,41.5,56.9,1137,3,2
17,958,40.8,57.0,180,2,1
26,1605,23.5,81.2,2342,2,3
12,895,29.7,71.3,279,2,1
13,1091,32.5,70.2,3469,2,3
13,1267,17.7,51.6,579,1,1
21,1358,28.5,59.4,1681,2,3
6,547,35.8,62.3,3908,2,3
18,1464,36.6,65.9,-2169,2,1
18,1351,36.6,59.6,272,2,1
0,314,36.4,62.4,-1741,0,0
16,1368,48.7,80.7,2153,4,2
9,607,39.4,72.7,-1986,2,0
16,1666,16.4,59.8,108,1,1
3,513,41.8,50.8,2265,1,1
22,1681,28.0,61.6,-1756,2,1
12,1108,30.1,59.2,336,1,1
2,387,27.0,70.9,2556,1,2
14,790,52.3,71.0,1126,3,1
27,2009,44.8,58.3,-1777,3,2
22,1687,34.3,83.3,-501,3,1
7,664,46.7,55.7,809,2,1
2,273,19.2,67.2,3359,1,2
29,1948,29.8,74.3,1565,3,3
20,1480,33.5,61.5,-2335,2,1
30,1760,37.8,71.0,2522,3,3
14,1433,37.5,68.2,1539,3,2
28,1879,30.9,65.2,-268,3,2
16,1169,28.0,65.0,-2250,2,1
21,1624,38.2,85.0,340,3,2
0,429,18.6,64.0,102,0,0
8,858,33.8,55.2,375,1,0
5,802,32.6,70.1,2497,2,2
16,1381,31.2,71.2,940,2,2
18,1911,33.8,63.0,1085,3,2
9,860,47.8,45.2,0,2,0
27,1704,40.9,62.9,-665,3,2
1,411,23.5,59.6,212,1,0
1,532,31.3,57.6,-185,1,0
2,487,38.7,45.2,1634,1,1
16,1068,55.0,52.4,574,3,1
3,868,15.0,55.6,-1216,0,0
9,792,34.2,61.0,85,2,0
25,1670,31.9,78.9,1376,3,2
3,668,44.0,73.9,74,2,0
5,883,40.2,64.0,-2347,2,0
0,764,19.0,65.2,1540,0,0
9,1017,28.4,61.0,687,1,0
27,1685,28.0,63.1,2167,2,3
29,1811,55.0,71.8,2081,4,3
18,1244,39.8,73.4,-1020,3,1
20,1462,36.8,78.2,-1278,3,1
19,1381,30.0,63.3,-2239,2,1
20,1600,31.1,76.9,1389,3,2
9,1171,22.6,62.7,-295,1,0
26,2285,21.4,48.5,1140,2,2
19,1382,44.2,62.7,94,3,1
4,553,23.4,52.3,-552,0,0
20,1362,51.9,85.0,261,4,1
9,891,37.7,52.6,87,2,0
0,363,39.5,75.6,-1863,0,0
30,1818,38.3,64.7,-875,3,2
24,1469,30.4,68.8,-1216,3,1
6,739,34.0,69.7,51,2,0
27,1858,39.5,73.4,545,3,2
23,1814,35.9,62.2,1294,2,2
2,442,33.7,64.7,715,1,0
17,1693,26.5,69.8,314,2,1
26,1993,25.8,51.6,-2214,2,2
25,1734,41.2,56.8,922,3,2
25,1968,44.5,62.8,-264,3,2
20,1645,55.0,69.3,268,4,1
17,1510,15.0,83.4,124,2,1
29,2103,45.4,54.5,950,3,2
24,1770,29.0,56.4,3105,2,4
19,1466,35.1,81.4,-1184,3,1
22,1779,39.8,72.4,-627,3,1
17,1347,48.1,64.2,1976,3,2
15,1301,34.3,62.1,300,2,1
30,2126,41.4,68.3,3560,4,4
14,1299,15.0,59.3,312,1,1
3,449,25.1,69.0,649,1,0
20,1710,40.6,73.6,181,3,1
9,1044,40.6,63.8,-497,2,0
3,511,35.0,61.6,-1763,1,0
6,464,33.0,75.9,1339,2,1
20,1470,44.3,69.4,-865,3,1
25,1846,30.9,75.1,1189,3,2
7,1045,26.6,61.1,-1176,1,0
17,1525,24.0,71.4,632,2,2
4,512,30.0,65.5,-215,1,0
24,1676,31.5,66.2,493,3,2
5,344,42.0,67.4,249,2,0
14,1239,40.9,62.3,1645,2,2
11,970,30.7,63.3,1171,2,1
9,1129,36.7,47.8,-407,0,0
16,1319,17.3,55.8,1381,1,2
21,1746,52.7,64.9,164,3,1
7,464,27.5,75.2,0,2,0
28,1945,52.0,66.1,-1961,4,2
3,217,16.1,80.9,905,1,0
28,2164,33.4,76.7,780,3,2
4,940,21.0,71.6,-880,1,0
15,1038,34.1,69.9,-591,2,0
17,1502,34.7,55.4,-640,2,1
4,492,41.7,55.9,194,2,0
2,482,15.9,50.8,1077,0,1
14,992,27.5,78.5,218,2,1
19,1406,45.7,48.2,1942,2,2
16,1207,38.4,66.5,208,2,1
19,1505,37.1,77.7,-2077,3,1
18,1461,36.0,60.1,-894,2,1
9,914,21.3,67.0,3459,1,3
4,588,29.3,85.0,145,3,0
24,1697,32.9,74.0,185,3,2
14,1155,44.9,70.3,-962,3,1
25,1520,25.3,54.3,1014,2,2
29,2166,30.1,58.1,-912,3,2
11,1104,41.8,85.0,2037,3,2
29,1944,21.5,61.1,-466,2,2
6,960,55.0,52.5,3470,2,2
0,607,26.3,57.0,-1989,0,0
1,397,21.1,56.3,820,0,0
3,494,24.6,63.6,1673,1,1
11,814,32.6,48.2,-382,2,0
9,1010,35.2,63.0,392,2,0
8,1006,37.2,71.1,-2482,2,0
30,2092,33.8,53.8,3315,3,4
29,2061,44.8,62.1,-378,4,2
12,754,41.6,55.1,-567,2,0
11,1018,31.5,54.2,3258,1,3
6,377,24.3,70.6,-1195,1,0
26,1981,30.1,66.7,411,2,2
26,1945,31.5,45.0,-2383,2,2
12,1001,36.7,49.3,-365,2,0
28,1890,42.1,70.4,-1323,3,2
5,576,20.5,48.9,96,0,0
13,1256,36.1,55.3,286,2,1
25,1737,27.9,45.0,129,2,1
28,1781,26.5,50.8,437,2,2
26,2132,30.3,78.7,-2338,3,2
12,1176,31.4,60.0,2443,2,2
14,1058,17.6,56.1,1679,1,2
18,1455,29.4,58.0,1647,2,2
14,1026,24.5,67.1,1897,2,2
11,959,31.0,64.0,-333,2,0
1,385,53.0,64.1,1297,2,0
28,1820,35.4,70.9,241,3,2
13,1500,31.7,56.3,1875,2,2
26,1774,25.5,81.8,-305,3,2
1,431,47.3,70.6,3880,2,3
10,608,32.5,79.1,1127,2,1
28,1987,44.1,64.1,-1649,3,2
0,648,49.2,79.9,3239,0,0
26,1668,19.9,57.2,2244,1,3
4,470,42.2,78.3,2547,2,2
17,1375,31.5,57.4,142,2,1
19,1172,28.0,60.9,-2172,2,1
25,1759,18.1,68.9,3720,2,4
5,556,34.5,54.3,-1131,1,0
23,1630,21.2,54.4,-409,2,1
23,1812,43.1,68.0,-634,3,1
4,624,47.5,72.8,692,2,0
12,740,33.7,69.1,-262,2,1
9,1018,45.0,59.9,0,2,0
4,592,53.6,76.8,-1808,3,0
9,960,23.8,60.1,974,1,1
3,328,29.4,71.3,683,2,0
15,1350,38.4,70.0,2260,2,2
26,1815,38.0,58.8,2150,2,4
14,1113,42.6,53.2,-321,2,1
23,1584,25.2,69.7,-1180,2,1
1,395,55.0,64.2,548,3,0
27,1897,25.8,64.2,-735,2,2
10,701,33.5,67.5,3786,2,3
29,2128,34.3,68.7,120,3,2
19,1234,30.8,80.0,1505,3,2
3,597,41.8,55.0,583,2,0
29,1660,45.9,66.6,342,4,2
0,218,21.4,73.4,1219,0,0
25,1814,52.9,74.8,592,4,2
30,1908,43.0,71.3,-1342,4,2
11,860,41.7,85.0,-1365,3,0
2,460,25.2,65.1,15,1,0
4,500,32.0,55.9,-1096,1,0
23,1492,26.1,61.7,842,2,2
1,200,47.5,63.2,1862,2,1
25,1780,21.7,57.1,-2139,2,1
9,667,31.6,71.5,1169,2,1
10,574,32.8,72.6,2572,2,2
24,1822,39.4,79.7,1143,4,2
21,1694,42.8,49.5,1796,2,2
26,1641,44.8,72.4,2459,4,3
4,504,15.0,64.3,404,0,0
1,662,51.2,69.6,-36,3,0
19,1406,32.1,45.0,311,1,1
11,1217,33.7,54.2,-1994,1,1
23,1567,30.7,55.5,605,2,2
13,1263,44.1,69.1,-637,3,0
5,866,43.1,63.2,0,2,0
19,1428,45.0,68.5,-434,3,1
14,1352,28.1,73.4,-1806,2,1
26,1818,39.6,80.1,-981,4,2
16,1185,28.8,66.4,-589,2,1
24,1563,46.4,73.8,1334,4,2
25,1795,37.0,66.6,-757,3,1
21,1349,24.0,78.5,259,3,2
16,973,53.6,73.5,-726,4,1
22,1735,34.1,75.3,1418,3,2
10,742,37.0,85.0,819,3,1
1,828,29.1,60.0,1192,1,1
21,1523,36.2,63.8,0,2,1
27,1895,51.6,62.9,212,3,2
8,898,47.4,64.2,232,2,1
29,1974,17.3,72.4,863,2,2
15,1228,30.7,76.0,247,2,1
20,1615,45.0,82.6,2257,4,2
5,814,27.0,64.6,1378,1,1
0,419,31.7,73.6,217,0,0
22,1792,27.9,64.7,115,2,1
24,1835,39.5,67.3,-2391,3,1
24,1538,22.8,62.1,876,2,2
25,1480,26.6,45.5,1347,2,2
20,1697,35.1,57.3,685,2,1
30,2110,43.1,72.7,-1160,4,2
8,995,27.2,53.4,504,1,0
16,1248,25.0,80.9,273,2,1
24,1411,49.9,59.0,345,3,1
28,1725,25.0,74.9,-1326,3,1
7,491,46.9,68.2,156,2,0
2,465,35.1,65.9,-2091,2,0
0,469,30.7,70.3,-409,0,0
3,387,37.7,68.5,1299,2,1
13,1207,43.4,50.1,-827,2,0
0,291,27.0,58.2,1829,0,0
24,1817,30.2,83.3,1745,3,3
27,1626,38.0,55.9,238,2,2
24,1437,43.5,52.3,-133,2,1
8,976,26.2,65.1,-1230,1,0
13,969,46.5,75.4,1672,3,2
22,1428,31.6,72.8,58,2,1
18,1457,34.3,60.5,-1899,2,1
29,2184,34.7,61.4,-2235,3,2
10,1135,51.1,66.3,1906,3,2
25,1697,44.2,82.6,1749,4,3
0,670,25.8,53.7,-2021,0,0
1,410,43.2,70.2,406,2,0
23,1732,55.0,48.2,851,3,2
18,1575,36.7,64.3,-399,2,1
0,200,31.5,75.0,80,0,0
26,1953,29.1,74.9,3117,3,4
23,1813,33.1,45.0,0,2,2
2,595,44.7,58.5,-721,2,0
30,1960,34.8,52.8,-696,2,2
24,1688,35.4,73.8,2303,3,3
5,815,19.4,45.0,332,0,0
15,1161,23.8,48.0,131,1,1
27,1927,44.1,49.2,-765,3,1
29,2279,29.6,65.2,-928,2,2
27,1963,37.8,64.2,-932,3,2
18,1420,48.0,71.5,-1378,3,1
1,469,53.0,65.9,103,3,0
27,1825,17.0,72.0,-2271,2,2
12,1026,36.8,59.2,-262,2,1
17,1622,43.9,62.6,988,3,2
13,1141,28.1,64.2,1691,2,2
16,1149,27.2,57.3,775,1,1
24,1521,38.9,62.0,-777,3,1
27,1776,22.1,70.5,3080,2,4
6,773,42.6,85.0,137,3,0
28,1761,22.4,75.2,132,3,2
26,1897,32.1,59.8,754,3,2
28,2221,32.4,61.6,-601,2,2
2,626,22.1,50.8,-1299,0,0
12,1098,31.4,65.2,128,2,1
19,1311,28.5,72.2,62,2,1
22,1239,29.2,67.9,2851,2,3
5,484,55.0,58.9,136,3,0
0,290,44.6,76.6,-1561,0,0
9,750,26.8,77.5,-1002,2,0
17,1169,29.5,62.4,1974,2,2
20,1480,43.0,65.5,-2017,3,1
16,1122,36.0,69.6,-403,2,1
7,1138,29.8,62.2,3207,1,2
23,2068,40.7,57.6,1308,3,3
25,1809,33.9,67.8,1242,3,2
0,442,31.3,73.7,187,0,0
30,2402,33.3,71.9,-566,3,2
25,1765,53.5,56.3,1503,3,2
29,1844,33.8,65.2,1462,3,3
29,1716,45.7,59.5,203,3,2
28,2065,36.0,69.2,-686,3,2
24,1848,29.5,74.1,-391,3,1
7,837,21.7,68.5,252,1,0
14,1433,39.9,52.7,-123,2,0
13,951,43.9,70.0,-515,3,0
5,813,22.1,61.9,2154,1,1
28,2132,48.7,51.6,400,3,2
14,974,27.5,60.9,3534,2,3
14,1276,34.0,69.6,2558,2,2
25,1591,28.3,69.4,85,3,1
24,1983,36.7,85.0,292,4,2
27,1937,33.3,85.0,1659,3,3
4,307,30.6,85.0,-2360,2,0
3,657,30.3,51.8,-837,1,0
5,675,47.4,61.3,-1698,2,0
5,689,36.2,73.5,-601,2,0
15,1294,36.0,80.0,0,3,1
12,866,15.1,53.7,-898,1,0
8,747,37.1,45.0,-1356,1,0
21,1411,51.0,73.4,-756,3,1
8,759,31.0,65.1,656,1,1
25,1631,45.3,45.0,1904,2,3
13,1019,47.5,67.6,1238,3,1
28,1571,32.6,76.1,-964,3,2
15,1189,41.3,75.2,896,3,1
19,1396,15.0,71.3,1603,1,2
16,1481,20.7,69.9,414,2,1
12,1043,39.8,63.8,767,2,1
27,1644,47.6,64.3,2628,4,3
23,1476,25.5,54.9,3815,2,4
10,960,39.9,62.1,199,2,0
9,1131,24.8,53.0,2065,1,2
24,1950,23.2,60.7,1578,2,2
3,725,35.6,72.6,-2172,2,0
8,1071,27.7,64.7,251,1,1
14,1420,34.2,56.6,1621,2,2
19,1406,33.2,69.6,1379,2,2
23,1414,34.2,60.8,395,2,2
3,394,55.0,63.0,651,3,0
25,1692,31.8,59.8,-1839,2,2
4,836,37.5,71.5,-1004,2,0
15,1198,47.1,54.6,-797,3,1
15,1250,20.1,62.5,1384,1,2
12,989,17.8,72.3,1977,2,2
12,1174,23.4,72.6,257,2,1
19,1318,41.8,61.4,-1320,2,1
26,1950,29.6,63.0,293,3,2
10,721,37.3,64.7,1150,2,1
16,1688,52.9,60.0,-2075,3,1
18,1204,33.3,71.9,-1002,2,1
21,1701,46.9,61.3,-1709,3,1
25,1844,44.0,71.6,-1976,4,1
10,1057,39.1,63.2,-1394,2,0
5,642,34.2,67.2,196,2,0
11,859,38.7,85.0,50,3,0
28,1925,26.1,73.2,2685,3,4
19,1392,50.2,55.5,1242,3,2
11,1168,33.1,66.6,2441,2,2
5,643,36.0,72.6,1758,2,1
18,1718,41.6,69.0,314,3,1
1,431,35.3,55.1,-1049,1,0
30,2111,37.2,72.2,27,4,2
24,1691,22.0,55.0,-1216,1,2
4,697,38.0,73.7,-1749,2,0
13,1298,20.1,65.0,1490,1,2
26,1671,40.0,62.0,1135,3,2
7,296,46.8,75.3,2257,3,2
16,944,41.0,65.5,-856,2,1
14,1227,36.1,50.5,2857,2,3
15,1071,32.1,69.5,2914,2,3
27,2057,30.1,62.9,-1964,2,2
14,1207,36.9,65.6,-1784,2,1
9,689,31.1,54.6,-207,1,0
15,1383,23.2,53.2,-1373,1,1
22,1767,35.8,66.1,-597,2,1
12,995,23.0,65.9,-308,2,0
4,722,24.9,54.9,562,1,0
18,1288,49.2,77.2,248,4,1
21,1396,39.4,65.7,3133,3,4
27,1837,28.0,78.9,1966,3,3
30,2238,34.5,65.2,1207,3,3
24,1609,49.8,85.0,541,4,2
18,1522,41.5,75.6,-1300,3,1
23,2123,28.8,70.5,1108,3,2
22,1740,25.9,53.1,-145,1,1
28,2256,55.0,59.8,-2337,4,2
26,1612,42.8,63.0,689,3,2
23,1440,30.2,55.1,-996,2,1
5,945,46.0,76.1,232,2,0
19,955,39.2,71.1,932,3,1
27,2114,52.6,67.1,-353,4,2
19,1641,46.8,85.0,2589,4,3
27,1777,42.0,48.9,1420,3,3
11,919,16.9,65.2,3112,1,3
26,1614,17.3,80.2,1911,3,3
29,2177,43.4,52.2,-1562,3,2
13,1112,36.7,67.6,190,2,1
9,804,34.6,79.9,-1022,2,0
1,335,39.8,58.4,361,1,0
3,804,44.3,75.9,143,2,0
5,532,29.3,58.3,325,1,0
3,687,34.3,57.1,-1889,1,0
27,1746,46.6,49.6,-530,3,2
9,903,31.9,73.7,-382,2,0
16,1400,28.9,75.1,-1090,2,1
20,1433,25.2,62.6,1838,2,3
25,1808,42.2,62.0,-2334,3,1
15,1159,29.8,59.8,349,2,1
15,990,38.8,74.4,115,3,1
7,761,31.3,59.2,-2468,1,0
29,1654,25.8,45.0,16,2,2
25,1925,35.2,72.5,1115,3,2
30,2018,34.7,82.2,778,4,2
12,1096,52.8,54.8,187,3,1
23,1635,52.0,58.2,-2437,3,1
10,1089,29.6,58.0,3003,1,3
10,952,37.1,83.9,1972,3,2
28,2053,24.6,62.8,2616,2,4
8,796,51.0,73.4,-302,3,0
16,982,31.8,66.6,1207,2,2
9,861,45.5,78.9,190,3,1
21,1339,30.2,85.0,309,3,2
21,1555,34.3,76.4,-418,3,1
26,1934,30.2,76.2,-1140,3,1
10,961,25.4,58.9,-257,1,0
25,1800,26.1,65.6,1092,2,2
7,1121,45.6,65.4,3390,2,2
1,200,18.4,53.7,-1841,0,0
7,748,34.6,54.5,1630,1,1
16,1190,32.7,63.7,1181,2,2
5,913,21.5,51.9,-1579,0,0
8,1204,40.4,70.9,-483,2,0
18,1506,43.9,53.7,1752,3,2
8,859,44.7,64.2,-1927,3,0
3,589,48.0,55.1,-1834,2,0
28,1903,32.5,65.3,369,3,2
14,1015,42.2,54.5,2773,2,3
19,1797,22.7,58.2,-297,2,1
27,1839,26.1,55.6,2449,2,4
10,1292,29.1,66.5,3235,2,3
25,1477,36.9,53.5,44,2,1
14,1147,30.2,77.7,126,2,1
25,1933,22.4,66.5,-1296,2,1
20,1496,41.4,84.9,2101,4,3
6,716,35.9,70.8,1430,2,1
13,907,43.3,70.4,116,3,0
7,685,30.0,70.5,2534,2,2
11,900,27.5,63.1,0,1,0
25,1662,55.0,64.8,197,4,2
1,500,19.7,71.2,1097,1,1
18,1628,48.6,64.8,302,3,1
18,1282,51.5,60.0,165,3,1
29,2149,41.0,73.4,-1760,4,1
16,1517,41.0,70.5,-1641,3,1
29,2312,25.3,71.0,-731,3,2
27,1918,35.5,69.8,-351,3,2
5,682,26.8,62.2,-96,1,0
0,511,33.0,55.9,1226,0,0
21,1868,23.1,53.7,1020,2,2
27,1866,35.6,53.9,2796,3,4
7,858,31.1,67.9,-2264,2,0
2,225,47.0,63.5,1825,2,1
3,767,37.0,53.7,8,0,0
7,781,39.0,70.9,289,2,0
15,792,28.0,56.1,3954,1,4
16,939,48.9,74.4,1800,3,2
27,2043,23.8,64.1,273,2,2
14,1239,55.0,66.3,2521,4,3
30,1779,39.4,59.8,-2278,3,2
25,1782,22.9,61.6,-1331,2,1
20,1533,34.8,80.2,1356,3,2
23,1667,32.8,47.4,26,2,1
8,599,17.0,70.3,3498,1,3
25,1753,33.8,69.5,1987,3,3
11,1114,37.9,67.4,-271,2,1
1,793,42.9,55.4,223,2,0
7,899,26.2,64.7,55,1,0
14,1140,18.3,55.7,-204,1,1
12,1172,30.6,65.4,-1097,2,0
24,1743,32.9,67.8,-214,2,2
20,1595,42.3,63.9,-670,3,1
9,920,24.3,60.4,45,1,0
26,1948,39.4,55.4,1397,3,3
15,1088,30.1,55.6,1219,1,1
10,819,34.6,70.6,288,2,0
6,628,36.4,71.4,1764,2,1
24,1697,34.6,76.1,330,3,2
10,1011,38.5,80.7,153,3,0
14,1390,37.5,63.1,-410,2,0
18,1187,42.8,57.1,373,2,1
6,547,40.8,76.7,2133,3,1
6,599,22.3,52.8,-1637,1,0
25,1774,26.0,70.2,-148,2,2
29,2157,51.0,63.9,329,4,2
21,1961,25.6,56.1,-2332,2,1
23,1783,43.3,72.4,-400,3,1
4,778,23.6,78.6,4,1,0
18,1175,33.7,59.4,-98,2,1
16,1314,49.2,66.5,-44,3,1
8,776,31.8,66.6,1063,2,1
12,917,23.7,57.7,804,1,1
19,1370,24.3,57.7,1492,2,2
20,1530,41.5,54.8,960,2,2
16,1249,33.1,63.6,-552,2,1
11,952,36.3,68.2,2235,2,2
5,721,41.9,69.1,65,2,0
24,1460,34.7,71.8,0,3,1
29,2053,43.2,61.1,222,3,2
29,1804,42.3,54.1,87,3,2
24,1637,40.5,72.6,2313,3,3
12,1072,31.7,72.9,217,2,1
22,1570,39.0,61.4,-495,3,1
8,885,34.2,70.2,-425,2,0
27,1984,34.9,71.4,146,3,2
30,2011,52.7,69.4,-360,4,2
15,1060,23.7,75.9,586,2,2
5,529,34.2,63.2,2175,1,1
3,600,33.1,60.7,2929,1,2
8,970,34.8,53.1,1374,1,1
8,565,34.3,57.0,261,1,0
23,1886,25.4,84.8,2965,3,4
15,1373,36.5,52.9,353,2,1
19,1564,53.1,67.1,-38,4,1
7,707,34.0,45.0,-1422,1,0
22,1767,33.8,75.5,-283,3,1
10,1043,33.2,59.2,-1714,2,0
23,1617,25.0,70.5,248,2,2
5,479,28.9,62.9,-949,1,0
2,621,37.2,73.7,280,2,0
6,493,46.9,57.0,-1080,2,0
2,493,28.6,68.8,-1472,1,0
9,1428,31.2,54.9,-937,1,0
16,1294,55.0,56.6,1137,3,1
2,502,41.9,56.7,-1313,2,0
10,855,27.7,51.5,28,1,0
15,1401,49.7,69.5,260,3,1
12,969,35.8,64.1,1970,2,2
10,788,43.0,63.7,-616,2,0
17,1539,39.2,64.0,3,2,1
18,1090,38.0,73.1,-2410,3,1
19,1585,20.8,60.4,240,1,1
0,376,37.6,85.0,1678,0,0
27,1892,29.3,69.2,269,3,2
6,594,20.5,76.0,278,1,0
11,1316,41.9,57.0,51,2,1
16,1082,27.1,75.8,286,2,1
16,1333,36.0,68.0,3458,2,3
12,747,15.0,62.4,794,1,1
17,1313,21.3,71.5,978,2,1
5,469,26.1,72.3,-325,1,0
23,1570,35.2,85.0,247,3,2
8,527,47.8,50.6,-763,2,0
